,COMMENT,Positivity,Negativity,Neutrality,Compound
7530,"Mindful 1
Happy 1
Felt Good
Calm 4
Grateful 0
Love it 0
",0.843,0.0,0.157,0.9442
7531,"ok
",1.0,0.0,0.0,0.296
7532,   ,0.0,0.0,0.0,0.0
7533,Felt Good,0.744,0.0,0.256,0.4404
7534,Felt Good,0.744,0.0,0.256,0.4404
7535,Mindful,0.0,0.0,1.0,0.0
7536,Thanks,1.0,0.0,0.0,0.4404
7537,"It took all my stress away, took worries away, took me to my happy place, and made me feel sleepy.",0.141,0.213,0.646,-0.2263
7538,Awesome!,1.0,0.0,0.0,0.6588
7539,"Scholars report feeling calm, peaceful, and relaxed.",0.773,0.0,0.227,0.8481
7541,Felt Good ,0.744,0.0,0.256,0.4404
7544,"Thank you, Angelina...you are a wonderful narrator. Your voice is so reassuring and accepting. I love your honest and peaceful style...you keep it real! God bless you and continue your GREAT work!

WIth love and gratitude,

Mr. Crosser :)",0.647,0.0,0.353,0.9923
7545,Calm ,1.0,0.0,0.0,0.3182
7546,"After listening to the mindfulness programs of Inner Explorer for a few weeks, my students felt more stress free than ever. ",0.145,0.125,0.73,0.1243
7547,"We like the relaxation methods
",0.663,0.0,0.337,0.7096
7548,"too energizing, not calming",0.413,0.311,0.276,0.1882
7549,love this facilitator voice,0.583,0.0,0.417,0.6369
7550,Amazing!,1.0,0.0,0.0,0.6239
7551,Made us sleepy.,0.0,0.0,1.0,0.0
7552,Mindful,0.0,0.0,1.0,0.0
7553,Calm,1.0,0.0,0.0,0.3182
7554,"Calming,  just what we needed after a long 4 day President's Day weekend.",0.213,0.0,0.787,0.4019
7555,"happy
",1.0,0.0,0.0,0.5719
7556,Happy ,1.0,0.0,0.0,0.5719
7557,"good
",1.0,0.0,0.0,0.4404
7558,My class enjoyed it. Thank you and have a great weekend! ,0.593,0.0,0.407,0.8805
7559,Great!,1.0,0.0,0.0,0.6588
7560,too low,0.0,0.677,0.323,-0.2732
7561,Mindful,0.0,0.0,1.0,0.0
7562,i dont like,0.0,0.678,0.322,-0.2755
7563,no,0.0,1.0,0.0,-0.296
7564,Love it!,0.818,0.0,0.182,0.6696
7565,Felt Good ,0.744,0.0,0.256,0.4404
7566,"Scholars report feeling grateful, relaxed, and mindful. ",0.658,0.0,0.342,0.7717
7567,Calm,1.0,0.0,0.0,0.3182
7568,"good
",1.0,0.0,0.0,0.4404
7569,Mindful,0.0,0.0,1.0,0.0
7570,Great suggestions and advice. Also very relaxing!,0.612,0.0,0.388,0.8353
7571,I loved it!,0.807,0.0,0.193,0.636
7572,"MIndful, happy, felt good, calm, grateful",0.856,0.0,0.144,0.8979
7573,"Dear Will,

I felt grateful when we were belly breathing.  It helped me a lot.

From, 
Room 804",0.286,0.0,0.714,0.6808
7574,It felt nice to send friendly wishes to people I care about. It felt good to send friendly wishes and it is mindful. It felt nice to send friend wishes to my dog. ,0.543,0.0,0.457,0.9723
7575,very helpful,0.756,0.0,0.244,0.4754
7576,Mindful,0.0,0.0,1.0,0.0
7577,Great way to start the morning. ,0.451,0.0,0.549,0.6249
7578,Mindful,0.0,0.0,1.0,0.0
7579,Love it!,0.818,0.0,0.182,0.6696
7580,Mindful,0.0,0.0,1.0,0.0
7581,"felt relaxing, very good and calm",0.749,0.0,0.251,0.8384
7582,great,1.0,0.0,0.0,0.6249
7583,Happy ,1.0,0.0,0.0,0.5719
7584,Happy,1.0,0.0,0.0,0.5719
7585,Felt Good,0.744,0.0,0.256,0.4404
7586,"Great
",1.0,0.0,0.0,0.6249
7587,great,1.0,0.0,0.0,0.6249
7588,calm,1.0,0.0,0.0,0.3182
7589,Happy ,1.0,0.0,0.0,0.5719
7590,Felt Good ,0.744,0.0,0.256,0.4404
7591,Mindful,0.0,0.0,1.0,0.0
7592,"I wanted to check calm and grateful too, but ""love it"" is probably best. I feel so tranquil and grounded and ready to embrace the possibilities of whatever happens today. ",0.525,0.0,0.475,0.9726
7593,grateful... relaxing..,0.0,0.0,1.0,0.0
7594,nice,1.0,0.0,0.0,0.4215
7595,ASDF,0.0,0.0,1.0,0.0
7596,the sound made us worry... a fly or alien invasion,0.0,0.0,1.0,0.0
7597,"kujbgghujjm,hhjnikl",0.0,0.0,1.0,0.0
7598,Mindful,0.0,0.0,1.0,0.0
7599,Mindful,0.0,0.0,1.0,0.0
7600,"We felt callmed, mindful of what was said.  It was awesome!",0.305,0.0,0.695,0.6588
7601,"sleepy
calm 
relaxed
tired
happy
comfortable
sleepy and about to fall asleep
relaxed",0.613,0.113,0.273,0.9153
7602,good,1.0,0.0,0.0,0.4404
7603,It was nice to do a mind massage. It felt good by taking breaths in and out.  I enjoyed the sound of rain.,0.333,0.0,0.667,0.8402
7604,Mindful,0.0,0.0,1.0,0.0
7606,Felt Good,0.744,0.0,0.256,0.4404
7607,Love it!,0.818,0.0,0.182,0.6696
7608,Calm,1.0,0.0,0.0,0.3182
7610,Grateful,1.0,0.0,0.0,0.4588
7611,"happy
",1.0,0.0,0.0,0.5719
7612,deep breathing,0.0,0.0,1.0,0.0
7614,Felt Good,0.744,0.0,0.256,0.4404
7615,"Scholars report feeling peaceful, mindful, and very relaxed.",0.621,0.0,0.379,0.8016
7616,Thank you!,0.736,0.0,0.264,0.4199
7617,:),1.0,0.0,0.0,0.4588
7618,students and staff felt calm.,0.365,0.0,0.635,0.3182
7619,"mindful, happy, felt good, calm, grateful",0.856,0.0,0.144,0.8979
7620,gracias por todo la cancion y relajarme. gracias por todo. Thank you Leo por la musica. Gracias por la musica. I give it a 100000000000 stars. Gracias por relajarme y les doy miles de estrellas. I loved it.Me gusto la cancion. Gracias por la musica mucho bien por Leo. Gracias por todo.,0.125,0.0,0.875,0.7506
7621,This is a Good Practice. ,0.492,0.0,0.508,0.4404
7622,Gracias,0.0,0.0,1.0,0.0
7623,Mindful,0.0,0.0,1.0,0.0
7624,Mindful,0.0,0.0,1.0,0.0
7625,Mindful,0.0,0.0,1.0,0.0
7626,good video ,0.744,0.0,0.256,0.4404
7627,calm,1.0,0.0,0.0,0.3182
7628,Grateful,1.0,0.0,0.0,0.4588
7629,calm,1.0,0.0,0.0,0.3182
7630,calming,1.0,0.0,0.0,0.4019
7631,nice,1.0,0.0,0.0,0.4215
7632,calm,1.0,0.0,0.0,0.3182
7633,We feel happy and calm. My brain feels good.,0.597,0.0,0.403,0.836
7634,Relaxing,1.0,0.0,0.0,0.4939
7635,Happy ,1.0,0.0,0.0,0.5719
7636,very calm,0.722,0.0,0.278,0.3804
7637,lovely,1.0,0.0,0.0,0.5859
7638,Love it! ,0.818,0.0,0.182,0.6696
7639,ok,1.0,0.0,0.0,0.296
7640,Mindful,0.0,0.0,1.0,0.0
7641,"We like Laura.
We felt the burn.",0.294,0.0,0.706,0.3612
7642,Very calming ... Thanks,0.755,0.0,0.245,0.7316
7643,happy,1.0,0.0,0.0,0.5719
7644,Relaxing,1.0,0.0,0.0,0.4939
7645,sgrfasrt,0.0,0.0,1.0,0.0
7646,"happy, mindful",0.787,0.0,0.213,0.5719
7647,Mindful,0.0,0.0,1.0,0.0
7648,The students enjoyed the breathing.,0.452,0.0,0.548,0.5106
7649,Happy ,1.0,0.0,0.0,0.5719
7650,Great,1.0,0.0,0.0,0.6249
7651,Calm,1.0,0.0,0.0,0.3182
7653,Felt Good ,0.744,0.0,0.256,0.4404
7654,great,1.0,0.0,0.0,0.6249
7655,"Dear Will,

My favorite part was when we did the dominos.

From, Room 804",0.318,0.0,0.682,0.6808
7656,"It felt good to do the meditation with Laura, I got to calm down.  I enjoyed thinking about the flower. I smelled cinnamon when I was imagining the cookies.  ",0.279,0.0,0.721,0.8176
7657,Enjoyed it!,0.782,0.0,0.218,0.5562
7658,It felt good because of the words that were said and the music in the background.,0.162,0.0,0.838,0.4404
7659,Bien!!,0.0,0.0,1.0,0.0
7661,"calm and relaxing 
",0.846,0.0,0.154,0.6705
7662,Grateful ,1.0,0.0,0.0,0.4588
7663,Very nice. Forgiveness is good!,0.812,0.0,0.188,0.8254
7664,"Scholars report feeling relaxed, peaceful, and mindful.",0.664,0.0,0.336,0.7845
7665,I loved it!,0.807,0.0,0.193,0.636
7666,I love it! -Dylan (6),0.6,0.0,0.4,0.6696
7667,It was awesome!,0.687,0.0,0.313,0.6588
7668,Felt Good,0.744,0.0,0.256,0.4404
7669,It felt calming and mindful too.,0.351,0.0,0.649,0.4019
7670,Relaxed,1.0,0.0,0.0,0.4939
7671,Awesome,1.0,0.0,0.0,0.6249
7672,"It felt good, like I was calm. Seeing my favorite person at the end of the trail felt really good. It was hard for me today, the sound outside made it hard to focus.",0.321,0.066,0.613,0.8957
7673,Mindful,0.0,0.0,1.0,0.0
7674,I felt happy!,0.8,0.0,0.2,0.6114
7675,Loved everything,0.796,0.0,0.204,0.5994
7676,Happy ,1.0,0.0,0.0,0.5719
7677,Felt Good,0.744,0.0,0.256,0.4404
7678,Progressive Relaxation helped to make a student feel comfortable. ,0.528,0.0,0.472,0.7717
7679,Hurt body parts to be so stressed/tense.,0.0,0.362,0.638,-0.5267
7680,"Scholars report feeling good, relaxed, and peaceful.",0.783,0.0,0.217,0.8689
7681,Mindful,0.0,0.0,1.0,0.0
7682,"Students like having the opportunity to sit quietly and break up the day.
Gives an opportunity to pray.
Calming
Sitting still is mixed...some find enjoyable/calming others uncomfortable due to becoming aware of their feeings.",0.3,0.059,0.641,0.8591
7683,Relaxed.,1.0,0.0,0.0,0.4939
7684,"Wonderful
",1.0,0.0,0.0,0.5719
7685,Great; thank you!,0.873,0.0,0.127,0.784
7686,thank you,0.714,0.0,0.286,0.3612
7687,More Relax and tired,0.382,0.379,0.239,0.0076
7688,This was a very different experience for my 1st graders.  They haven't practiced sitting for over 3 minutes with out a sound or someone speaking to them.  Some students had an easier time than others.  Some students felt happy.  We voted on marking our comment between CALM and LOVE IT.  Love It won by one vote.  Thank you for this practice today.,0.323,0.0,0.677,0.9773
7689,Feels good when test taking,0.42,0.0,0.58,0.4404
7690,Too much talking.,0.0,0.0,1.0,0.0
7691,jj,1.0,0.0,0.0,0.25
7692,Mindful,0.0,0.0,1.0,0.0
7693,Felt Good ,0.744,0.0,0.256,0.4404
7694,"Gracias por toda la cancion, me gusto mucho. Gracias Edgar 100,009 stars, Gracias por todo. I give it 1000 stars. I loved it. I give it 9 trillion stars and likes. me gusto la cancion. a mi me gusto lo que tu hicistes. I give it a million likes. Gracias por relajarme. Me gusto 1,000,000,000 estrellas",0.171,0.0,0.829,0.8591
7695,Some felt frustrated because they were not able to log into Minecraft.,0.0,0.236,0.764,-0.5267
7696,Happy,1.0,0.0,0.0,0.5719
7697,hj,0.0,0.0,1.0,0.0
7698,Sounds that calm you down. It was really quiet in our room. It really helped me calm down. Very calm when we closed our eyes. I really hated calming my body.  It really calmed me down to do the shark fin. It really calmed me down and made me feel like I was in bed.  The rainstick made me calm but not calm as it got louder. ,0.229,0.037,0.734,0.8568
7699,good,1.0,0.0,0.0,0.4404
7700,love the wind chimes,0.583,0.0,0.417,0.6369
7701,Calm,1.0,0.0,0.0,0.3182
7702,sad,0.0,1.0,0.0,-0.4767
7703,Calm,1.0,0.0,0.0,0.3182
7704,First time with my class of 3rd graders. Everyone was able to practice the whole time with minimal silliness. ,0.0,0.095,0.905,-0.2263
7705,"The kids thought was too long, they like Maureik' s voice, but the end was what was needed...",0.099,0.0,0.901,0.1901
7706,We loved your vibes!,0.583,0.0,0.417,0.636
7707,Calm,1.0,0.0,0.0,0.3182
7708,Love his voice!,0.692,0.0,0.308,0.6696
7709,enjoyed ,1.0,0.0,0.0,0.5106
7710,Love it! ,0.818,0.0,0.182,0.6696
7711,Happy,1.0,0.0,0.0,0.5719
7712,Happy,1.0,0.0,0.0,0.5719
7713,"I like the song.
I liked every part!",0.583,0.0,0.417,0.68
7714,"Today it made us feel relaxed, took negative energy away, calm, took me to my happy place, and felt all my stress flow away.",0.316,0.182,0.503,0.5859
7715,ok,1.0,0.0,0.0,0.296
7716,Mindful,0.0,0.0,1.0,0.0
7717,Relaxing the kids say.,0.516,0.0,0.484,0.4939
7718,n/a,0.0,0.0,1.0,0.0
7719,Felt Good ,0.744,0.0,0.256,0.4404
7720,ok,1.0,0.0,0.0,0.296
7721,happy,1.0,0.0,0.0,0.5719
7722,I felt weird ,0.0,0.63,0.37,-0.1779
7723,Felt Good ,0.744,0.0,0.256,0.4404
7724,i like the rating of pleasant unpleasant and nuetral,0.417,0.223,0.36,0.4019
7725,good,1.0,0.0,0.0,0.4404
7726,"nice and short
",0.583,0.0,0.417,0.4215
7727,Mindful,0.0,0.0,1.0,0.0
7728,Mindful,0.0,0.0,1.0,0.0
7729,Happy,1.0,0.0,0.0,0.5719
7730,We really enjoyed listening to the video. ,0.375,0.0,0.625,0.5563
7731,The students felt calm and relaxed!,0.592,0.0,0.408,0.6996
7733,Felt Good ,0.744,0.0,0.256,0.4404
7734,"calm
",1.0,0.0,0.0,0.3182
7735,"Fantastic
",1.0,0.0,0.0,0.5574
7736,Grateful,1.0,0.0,0.0,0.4588
7737,Calm,1.0,0.0,0.0,0.3182
7738,"calm, relaxed
",1.0,0.0,0.0,0.6705
7739,nice,1.0,0.0,0.0,0.4215
7740,fbdfg,0.0,0.0,1.0,0.0
7741,like the taste of sour apple and sweet strawberry.,0.44,0.0,0.56,0.6705
7742,Grateful,1.0,0.0,0.0,0.4588
7743,Felt Good ,0.744,0.0,0.256,0.4404
7744,Mindful,0.0,0.0,1.0,0.0
7745,Mindful ,0.0,0.0,1.0,0.0
7746,Mindful ,0.0,0.0,1.0,0.0
7747,Wonderful ,1.0,0.0,0.0,0.5719
7748,It was relaxing,0.615,0.0,0.385,0.4939
7749,I think this should be called Comfortably Quiet,0.318,0.0,0.682,0.4215
7750,Students felt mindful and calmed....,0.0,0.0,1.0,0.0
7751,CALM,1.0,0.0,0.0,0.3182
7752,"good
",1.0,0.0,0.0,0.4404
7753,Mindful,0.0,0.0,1.0,0.0
7754,okay,1.0,0.0,0.0,0.2263
7756,happy,1.0,0.0,0.0,0.5719
7757,"


",0.0,0.0,0.0,0.0
7758,Calm I like his voice.,0.706,0.0,0.294,0.5859
7759,"happy
",1.0,0.0,0.0,0.5719
7760,Love Miss Moses!,0.633,0.226,0.141,0.5983
7762,Calm,1.0,0.0,0.0,0.3182
7763,It is all the same,0.0,0.0,1.0,0.0
7764,"calm
weird
smell like caramel
heard cars and traffic
relaxed, I almost fell asleep
smelled my favorite cookies and flowers
see and smell my favorite food",0.403,0.049,0.548,0.9062
7765,"happy mood, happy class ",0.787,0.0,0.213,0.8126
7766,TITLE DID NOT MATCH VIDEO,0.0,0.0,1.0,0.0
7767,Felt Good,0.744,0.0,0.256,0.4404
7769,good,1.0,0.0,0.0,0.4404
7770,ih,0.0,0.0,1.0,0.0
7771,Calm ,1.0,0.0,0.0,0.3182
7772,xxx,0.0,0.0,1.0,0.0
7773,None,0.0,0.0,1.0,0.0
7774,Thanks,1.0,0.0,0.0,0.4404
7775,"Emiliano Medellin said, ""I feel happy.""",0.0,0.0,1.0,0.0
7776,Gracias por toda la cancion.  Gracias por toda la musica. Thank you. I give it 10000 stars i love it. Gracias por todo. i love it. ,0.353,0.0,0.647,0.8979
7777,Gracias Leo por la música. I like the song so much. Gracias por toda la musica. Gracias por relajarme. Gracias por todo. Gracias por todo mucho la cancion. ,0.088,0.0,0.912,0.3612
7778,sd,0.0,0.0,1.0,0.0
7779,"I felt a little anxious, but calm at the same time.  Taking all of the breaths made my heart beat faster and made me shaky.",0.097,0.141,0.762,-0.0385
7780,"Most students felt calm today
",0.391,0.0,0.609,0.3744
7781,Felt Good,0.744,0.0,0.256,0.4404
7782,adtrghsrt,0.0,0.0,1.0,0.0
7783,Felt Good ,0.744,0.0,0.256,0.4404
7785,great,1.0,0.0,0.0,0.6249
7787,The best part of having confidence is being able to believe in one's self.,0.385,0.0,0.615,0.8176
7788,Me gusto la musica. GRACIAS POR TODO. yo si me gusta MUUUUCHHHHOOO. i love it. gracias por la musica. me encanto la musica. thank for relajarme,0.226,0.0,0.774,0.7717
7789,"happy
",1.0,0.0,0.0,0.5719
7790,Grateful,1.0,0.0,0.0,0.4588
7791,Felt Good ,0.744,0.0,0.256,0.4404
7792,Felt Good,0.744,0.0,0.256,0.4404
7793,:),1.0,0.0,0.0,0.4588
7794,one of my favorite practices,0.429,0.0,0.571,0.4588
7795,not age appropriate,0.0,0.0,1.0,0.0
7796,Los estudiantes se sienten calmados y relajados.,0.0,0.0,1.0,0.0
7797,helped me to understand it more better,0.347,0.0,0.653,0.4927
7798,Calm,1.0,0.0,0.0,0.3182
7799,Calm ,1.0,0.0,0.0,0.3182
7800,Felt Good,0.744,0.0,0.256,0.4404
7801,very good,0.762,0.0,0.238,0.4927
7802,Love it!,0.818,0.0,0.182,0.6696
7803,"happy
",1.0,0.0,0.0,0.5719
7804,Felt Good,0.744,0.0,0.256,0.4404
7805,Felt good,0.744,0.0,0.256,0.4404
7806,Happy,1.0,0.0,0.0,0.5719
7807,we loved the faucet,0.565,0.0,0.435,0.5994
7808,This really prepared my students to be calm before our weekly test. ,0.31,0.0,0.69,0.5413
7809,Mindful,0.0,0.0,1.0,0.0
7810,Felt Good,0.744,0.0,0.256,0.4404
7811,mindful,0.0,0.0,1.0,0.0
7812,Felt Good,0.744,0.0,0.256,0.4404
7813,Good,1.0,0.0,0.0,0.4404
7814,children responded well and seemed calmer after.,0.479,0.0,0.521,0.5574
7815,Students loved it and asked to do it again.,0.328,0.0,0.672,0.5994
7816,Shared about forgiveness and students felt calm.,0.63,0.0,0.37,0.7003
7817,Nice.,1.0,0.0,0.0,0.4215
7818,Deep breathing is great!,0.594,0.0,0.406,0.6588
7819,Anchoring allows us to find a calm state before or during a stressful situation. ,0.147,0.212,0.641,-0.25
7820,They enjoyed focusing on posture,0.452,0.0,0.548,0.5106
7821,ok,1.0,0.0,0.0,0.296
7822,Calm,1.0,0.0,0.0,0.3182
7823,"grateful
",1.0,0.0,0.0,0.4588
7824,Soothing,1.0,0.0,0.0,0.3182
7825,Felt Good,0.744,0.0,0.256,0.4404
7826,"happy
",1.0,0.0,0.0,0.5719
7827,Calm,1.0,0.0,0.0,0.3182
7828,ME SIENTO MUY BIEN. feliz navidad. gracias por todo. me gusta mucho. gracias por la cancion. I love it! gracias por relajarme. me gusto la cancion.,0.158,0.0,0.842,0.6696
7829,great,1.0,0.0,0.0,0.6249
7830,good,1.0,0.0,0.0,0.4404
7831,Wonderful,1.0,0.0,0.0,0.5719
7832,"soothing
",1.0,0.0,0.0,0.3182
7833,Felt Good,0.744,0.0,0.256,0.4404
7834,"calm
",1.0,0.0,0.0,0.3182
7835,"Happy
",1.0,0.0,0.0,0.5719
7836,Calm,1.0,0.0,0.0,0.3182
7837,good,1.0,0.0,0.0,0.4404
7839,Gracias por la musica. Gracias por todo. Me gusta la cancion. Gracias por relajarme. Happy new year to all your family. Me encanta la musica. Gracias por todo y la musica. ,0.113,0.0,0.887,0.5719
7840,we Feel calm too!,0.464,0.0,0.536,0.3802
7841,very peaceful,0.777,0.0,0.223,0.5413
7842,Scrunching things up was uncomfortable and silly...,0.0,0.302,0.698,-0.3818
7843,love it!,0.818,0.0,0.182,0.6696
7844,Felt Good,0.744,0.0,0.256,0.4404
7845,great,1.0,0.0,0.0,0.6249
7846,I had an opportunity to send friendly wishes to people I don't like.,0.455,0.126,0.419,0.6694
7847,The video was very excited. My students enjoyed the video.,0.428,0.0,0.572,0.7178
7848,too long for toddlers ,0.0,0.0,1.0,0.0
7849,Love the relaxation train! ,0.798,0.0,0.202,0.8356
7850,Have them sound louder,0.0,0.0,1.0,0.0
7851,It was calming ,0.574,0.0,0.426,0.4019
7852,"Thank. You! Its just what we needed!
",0.339,0.0,0.661,0.4738
7853,"I felt relaxed and peaceful.  I loved this practice because it made me feel calm. It felt good to send peaceful messages to others. In my mind, I felt good that my great-grandma was healthy and happy. I was happy for the military for protecting our country. It felt nice to let everything in my mind go. ",0.451,0.0,0.549,0.9867
7854,Mindful,0.0,0.0,1.0,0.0
7855,we felt calm!,0.564,0.0,0.436,0.3802
7856,It has been two weeks since I have been listening to the programs of Inner Explorer. As a teacher I can see the difference in my behavior already.,0.0,0.0,1.0,0.0
7857,"nice
",1.0,0.0,0.0,0.4215
7858,yes,1.0,0.0,0.0,0.4019
7859,Great!,1.0,0.0,0.0,0.6588
7860,Love it!,0.818,0.0,0.182,0.6696
7861,Nice,1.0,0.0,0.0,0.4215
7862,calm,1.0,0.0,0.0,0.3182
7863,Thanks,1.0,0.0,0.0,0.4404
7864,Mindful,0.0,0.0,1.0,0.0
7865,good,1.0,0.0,0.0,0.4404
7866,Calm,1.0,0.0,0.0,0.3182
7867,Very relaxing lesson!!!,0.686,0.0,0.314,0.6563
7868,Happy ,1.0,0.0,0.0,0.5719
7869,i hate it,0.0,0.787,0.213,-0.5719
7870,Helped my student understand confidence. ,0.452,0.0,0.548,0.5106
7871,Felt Good,0.744,0.0,0.256,0.4404
7872,Felt Good,0.744,0.0,0.256,0.4404
7873,Love it!,0.818,0.0,0.182,0.6696
7874,"calm
",1.0,0.0,0.0,0.3182
7875,"Christabel, wonderful practice today.
Thank you for connecting the brain and the senses of smell for us, very helpful.
Blessings! 
Ridgeview High 
",0.426,0.0,0.574,0.9241
7876,Calm,1.0,0.0,0.0,0.3182
7877,"This activity helped us to relax and take our worries away. We felt calm and it made us feel as if we were breathing fresh air,",0.232,0.087,0.681,0.5719
7878,ok,1.0,0.0,0.0,0.296
7879,"happy
",1.0,0.0,0.0,0.5719
7880,it has been a long time since I have practiced and today I am thankful for this ,0.222,0.0,0.778,0.5719
7881,scared,0.0,1.0,0.0,-0.4404
7882,Felt Good,0.744,0.0,0.256,0.4404
7884,Happy ,1.0,0.0,0.0,0.5719
7885,great,1.0,0.0,0.0,0.6249
7886,Love it!,0.818,0.0,0.182,0.6696
7887,calm... tired...,0.0,0.0,1.0,0.0
7888,Relaxed feeling,1.0,0.0,0.0,0.5719
7889,Mindful,0.0,0.0,1.0,0.0
7890,Calm,1.0,0.0,0.0,0.3182
7891,Felt Good ,0.744,0.0,0.256,0.4404
7892,ok,1.0,0.0,0.0,0.296
7893,;-},0.0,0.0,1.0,0.0
7894,Felt Good ,0.744,0.0,0.256,0.4404
7895,The best part of Inner Explorer was the ability to stay calm and focused.,0.533,0.0,0.467,0.886
7896,a little sleepy,0.0,0.0,1.0,0.0
7897,I LOVED IT!!!!!!!!!!!!!!,0.835,0.0,0.165,0.7243
7898,good!,1.0,0.0,0.0,0.4926
7899,Students liked stretching their necks,0.412,0.0,0.588,0.4215
7900,Mindful,0.0,0.0,1.0,0.0
7901,Kids were engaged and calm,0.625,0.0,0.375,0.6124
7902,"Scholars report feeling comfortable, peaceful, and relaxed. ",0.789,0.0,0.211,0.8807
7903,This helps be happy and calm.,0.741,0.0,0.259,0.8225
7904,ftrjhjytrewesrdtyu,0.0,0.0,1.0,0.0
7905,"Scholars report feeling peaceful, relaxed, and comfortable.",0.789,0.0,0.211,0.8807
7906,we had a great first experience. ,0.506,0.0,0.494,0.6249
7907,Calm ,1.0,0.0,0.0,0.3182
7908,It was amazing because it helped us calm down. ,0.466,0.0,0.534,0.7269
7909,Calm,1.0,0.0,0.0,0.3182
7910,peaceful,1.0,0.0,0.0,0.4939
7911,Feel so much better!,0.536,0.0,0.464,0.5378
7912,hmm,0.0,0.0,1.0,0.0
7913,Mindful,0.0,0.0,1.0,0.0
7914,Mindful,0.0,0.0,1.0,0.0
7915,loved it! As a teacher I like that it is already prepared I just click and begin. Thank you!,0.487,0.0,0.513,0.8856
7916,Happy ,1.0,0.0,0.0,0.5719
7917,"Opening our eyes at the end, breathing, we loved exploring the ideas of sounds that calm v’ bounds that distracted. It’s different for everyone. ",0.209,0.081,0.709,0.5859
7918,good,1.0,0.0,0.0,0.4404
7919,Happy ,1.0,0.0,0.0,0.5719
7921,:),1.0,0.0,0.0,0.4588
7922,kids loved it. ,0.661,0.0,0.339,0.5994
7923,calm :),1.0,0.0,0.0,0.6486
7924,The best part of deep belly breathing is the feeling of relaxation I got.,0.476,0.0,0.524,0.8442
7925,Felt Good ,0.744,0.0,0.256,0.4404
7926,wonderful thank you ,0.861,0.0,0.139,0.7351
7927,Mindful,0.0,0.0,1.0,0.0
7928,I got carried away thinking about the weekend and Mother's Day.  It felt good to calm down in the classroom.  I got carried away by thinking about sports and what I'm going to do this weekend.  ,0.14,0.0,0.86,0.6369
